1.967833 	1.693472 	1	0	0	
0.343944 	0.651265 	0	1	0	
0.729148 	1.166906 	0	0	1	
1.827143 	0.963958 	1	0	0	
0.086428 	0.462783 	1	0	0	
1.074190 	0.103763 	1	0	0	
1.168737 	0.277230 	0	1	0	
0.747765 	0.829676 	0	0	1	
0.457839 	1.888241 	1	0	0	
1.843196 	0.668722 	1	0	0	
0.834742 	1.267067 	0	0	1	
1.603442 	1.419965 	0	1	0	
1.317057 	1.116062 	0	0	1	
1.657338 	1.990967 	1	0	0	
0.800317 	0.893704 	0	0	1	
0.192572 	1.128269 	1	0	0	
0.116153 	1.891537 	1	0	0	
0.976409 	1.605335 	0	1	0	
1.718925 	1.423383 	1	0	0	
1.036653 	0.429518 	0	1	0	
1.313517 	1.191382 	0	0	1	
1.815119 	0.631794 	1	0	0	
0.738182 	1.889340 	1	0	0	
1.606494 	1.200232 	0	1	0	
0.412366 	1.107150 	0	1	0	
0.094546 	0.720969 	1	0	0	
0.664510 	0.599200 	0	1	0	
0.798975 	1.288736 	0	0	1	
0.250496 	1.977477 	1	0	0	
0.244087 	0.249092 	1	0	0	
1.376629 	0.893460 	0	0	1	
1.663625 	0.335643 	1	0	0	
1.538682 	0.771081 	0	1	0	
0.052431 	1.763787 	1	0	0	
1.489914 	0.152532 	1	0	0	
0.378979 	0.844264 	0	1	0	
1.650258 	0.719871 	0	1	0	
1.769829 	0.678854 	1	0	0	
0.270150 	0.055116 	1	0	0	
1.479537 	0.500443 	0	1	0	
1.659902 	0.201239 	1	0	0	
1.458785 	1.220130 	0	1	0	
1.798273 	0.085818 	1	0	0	
1.331767 	1.743645 	1	0	0	
1.632801 	0.871364 	0	1	0	
0.596576 	1.620350 	0	1	0	
1.383526 	0.292917 	1	0	0	
1.861141 	0.586322 	1	0	0	
0.163518 	1.047578 	1	0	0	
1.926145 	0.564653 	1	0	0	
0.228156 	1.296243 	1	0	0	
0.528520 	0.685080 	0	1	0	
0.165532 	0.341624 	1	0	0	
1.557787 	0.886013 	0	1	0	
0.341380 	1.544908 	1	0	0	
0.556780 	0.660604 	0	1	0	
0.909757 	1.542161 	0	1	0	
1.321024 	0.510331 	0	1	0	
1.703238 	1.825190 	1	0	0	
1.407270 	0.667867 	0	1	0	
0.313913 	1.747490 	1	0	0	
1.365642 	0.651814 	0	1	0	
1.678823 	1.018464 	0	1	0	
1.506333 	0.216559 	1	0	0	
1.481429 	0.748802 	0	1	0	
1.013825 	1.258400 	0	0	1	
0.682272 	1.108860 	0	0	1	
1.222083 	1.241676 	0	0	1	
1.490707 	0.662679 	0	1	0	
1.861324 	1.706900 	1	0	0	
0.090884 	1.440962 	1	0	0	
0.090762 	0.423292 	1	0	0	
0.433973 	0.813807 	0	1	0	
1.129002 	0.748375 	0	0	1	
0.409192 	0.227790 	1	0	0	
0.293588 	0.757286 	0	1	0	
0.706565 	1.868099 	1	0	0	
1.264748 	1.703604 	0	1	0	
1.683035 	1.308878 	0	1	0	
0.382824 	0.375439 	1	0	0	
0.545610 	1.215125 	0	1	0	
1.794671 	0.908109 	0	1	0	
