-0.073510 	-0.282110 	
-0.059593 	-0.182003 	
0.244041 	0.006748 	
0.244426 	-0.090448 	
0.212986 	-0.193722 	
-0.184750 	-0.177499 	
-0.004331 	0.099402 	
-0.005081 	-0.240654 	
-0.200571 	-0.080267 	
0.215036 	0.127052 	
0.197861 	0.263378 	
-0.162630 	0.290533 	
0.245195 	0.220109 	
-0.065398 	-0.094476 	
-0.146919 	0.118592 	
0.230033 	-0.225639 	
-0.001968 	-0.221134 	
-0.085046 	0.068657 	
0.028483 	0.066076 	
-0.037236 	0.062358 	
0.040294 	0.038939 	
0.057964 	0.219413 	
-0.210660 	0.287201 	
-0.240580 	-0.020920 	
-0.290094 	-0.048790 	
0.016251 	-0.116541 	
-0.292199 	-0.182113 	
0.255156 	0.190188 	
0.096637 	0.186453 	
-0.241954 	-0.185299 	
-0.253600 	-0.102112 	
-0.251292 	-0.254588 	
0.012937 	0.221921 	
-0.092956 	-0.224284 	
-0.083306 	0.194949 	
0.129908 	-0.103449 	
0.140291 	-0.296887 	
0.057195 	-0.006784 	
0.112806 	-0.096014 	
-0.018155 	0.190316 	
-0.249846 	-0.119489 	
-0.137397 	0.288464 	
-0.279968 	0.121412 	
0.058312 	0.036430 	
-0.199893 	-0.278777 	
-0.097662 	-0.117182 	
-0.001492 	0.294269 	
0.136116 	-0.249461 	
-0.195077 	-0.104218 	
-0.079699 	0.278246 	
0.241661 	0.144484 	
-0.157540 	-0.127784 	
-0.117347 	0.239830 	
-0.159957 	-0.187368 	
-0.290057 	-0.131904 	
-0.142781 	-0.042143 	
0.175777 	0.290826 	
-0.045384 	0.290423 	
-0.060619 	-0.190573 	
-0.109638 	-0.151277 	
0.047215 	-0.100226 	
0.291467 	-0.112073 	
0.225126 	0.210385 	
0.034196 	-0.186105 	
0.051500 	-0.081988 	
-0.247850 	-0.066039 	
0.080047 	-0.165450 	
0.090832 	0.168215 	
0.080816 	-0.041246 	
-0.172646 	-0.234867 	
0.268432 	0.066588 	
-0.125587 	-0.234758 	
0.286138 	-0.165981 	
0.286615 	0.056517 	
0.014438 	0.086218 	
-0.111451 	-0.034672 	
-0.026780 	-0.133790 	
0.043132 	0.226884 	
-0.014200 	-0.082318 	
-0.021378 	0.278430 	
-0.126099 	0.074883 	
0.193777 	0.119398 	
0.252355 	-0.046190 	
0.159114 	0.082153 	
-0.008048 	0.038408 	
0.233750 	-0.043077 	
-0.180374 	-0.044743 	
0.015958 	-0.185208 	
0.224320 	0.030808 	
0.046574 	-0.227415 	
0.137526 	-0.075231 	
0.283923 	-0.156807 	
0.157210 	-0.166640 	
-0.131172 	0.115241 	
-0.016196 	-0.143641 	
-0.001144 	0.005759 	
-0.162886 	0.021415 	
0.030039 	-0.170211 	
-0.277276 	0.159590 	
0.025205 	-0.169607 	
-1.083044 	0.525947 	
-0.932453 	0.712922 	
-0.861315 	0.558669 	
-1.041826 	0.827549 	
-1.022782 	0.670531 	
-0.783676 	1.043345 	
-0.955287 	1.066820 	
-0.598825 	0.658080 	
-0.578042 	0.682818 	
-0.526222 	0.787320 	
-0.533839 	0.835350 	
-0.581906 	0.776351 	
-0.650114 	0.681390 	
-0.560335 	0.679211 	
-1.000809 	1.078045 	
-1.039244 	0.748042 	
-0.599429 	0.737403 	
-1.069127 	0.576852 	
-1.055467 	0.670147 	
-0.928846 	0.843278 	
-0.624516 	0.811399 	
-0.628599 	0.692102 	
-0.984127 	0.622868 	
-0.741157 	0.904474 	
-0.765987 	0.764925 	
-1.043071 	1.096210 	
-0.576357 	0.832347 	
-0.546730 	1.089361 	
-0.735316 	1.047356 	
-1.005002 	0.700360 	
-0.866552 	0.503992 	
-0.668883 	0.888965 	
-0.568813 	1.057445 	
-0.780416 	0.511151 	
-0.700214 	1.051750 	
-0.781314 	0.620524 	
-0.906598 	0.580276 	
-0.518934 	0.961037 	
-0.725428 	0.672161 	
-1.030821 	0.595566 	
-1.096319 	0.698767 	
-0.588937 	0.513715 	
-1.009250 	0.993759 	
-0.984951 	0.962703 	
-0.522211 	0.580551 	
-0.937745 	0.944813 	
-0.679083 	0.601132 	
-0.604556 	1.025748 	
-0.759047 	0.939558 	
-0.676739 	0.697046 	
-0.789151 	0.634275 	
-0.841630 	1.036644 	
-0.750844 	0.972829 	
-0.891620 	0.911029 	
-0.811875 	0.862725 	
-0.861809 	1.063378 	
-0.614939 	0.772213 	
-1.077404 	0.730464 	
-0.754195 	0.634770 	
-0.892059 	0.533033 	
-0.870855 	0.811051 	
-0.598660 	1.082769 	
-1.099176 	0.501776 	
-1.093408 	0.849760 	
-0.694153 	0.905957 	
-0.974770 	0.734474 	
-0.572127 	0.917292 	
-0.658501 	0.887591 	
-0.595419 	1.053471 	
-0.589871 	0.821726 	
-0.732350 	1.011264 	
-0.734346 	0.958620 	
-0.524097 	0.541804 	
-1.028202 	1.055742 	
-0.589230 	1.039372 	
-0.969918 	0.855821 	
-0.597470 	0.737605 	
-1.034117 	0.803287 	
-1.043840 	0.707099 	
-1.088794 	0.971108 	
-0.854485 	0.747603 	
-0.897369 	0.842125 	
-0.555263 	0.569106 	
-0.886859 	1.088244 	
-0.634696 	0.955342 	
-1.063176 	0.991507 	
-0.632041 	0.503296 	
-1.054973 	1.050798 	
-0.582217 	0.632920 	
-0.967373 	0.817624 	
-0.748555 	0.660167 	
-0.626548 	0.905206 	
-0.674578 	1.027781 	
-1.096686 	1.014121 	
-0.686407 	0.686938 	
-0.650316 	0.518641 	
-0.876586 	0.724219 	
-1.073705 	0.657457 	
-0.700891 	0.826780 	
-0.887866 	1.072094 	
-0.819327 	-0.919654 	
-0.967208 	-1.062499 	
-0.712372 	-0.906909 	
-0.936390 	-0.971896 	
-0.904035 	-0.660332 	
-1.027213 	-1.037046 	
-0.922639 	-1.081341 	
-0.976290 	-1.025913 	
-0.630943 	-0.582199 	
-1.045177 	-0.758242 	
-0.856407 	-0.920075 	
-0.943880 	-0.859996 	
-0.753298 	-0.635740 	
-0.539149 	-0.563320 	
-1.027635 	-0.903870 	
-0.528950 	-1.008573 	
-0.856188 	-0.900848 	
-0.963948 	-0.604373 	
-0.630979 	-0.896381 	
-0.597598 	-0.502417 	
-0.760439 	-0.975173 	
-0.946223 	-0.742695 	
-0.858238 	-0.994986 	
-0.639677 	-0.925825 	
-0.951570 	-1.087292 	
-0.744710 	-0.968508 	
-0.639622 	-0.506555 	
-0.641563 	-0.798489 	
-0.833702 	-0.735041 	
-0.935420 	-0.545283 	
-1.010331 	-1.048308 	
-0.783840 	-0.682653 	
-0.808396 	-0.848845 	
-0.721601 	-0.679504 	
-0.701807 	-0.573354 	
-0.763863 	-1.015091 	
-0.978652 	-1.079949 	
-0.669176 	-0.515015 	
-0.958309 	-0.521845 	
-0.543507 	-1.064147 	
-0.677728 	-0.613657 	
-0.866625 	-0.852654 	
-0.978103 	-0.896417 	
-0.721766 	-0.811710 	
-0.623106 	-0.707721 	
-0.510327 	-0.594687 	
-0.780068 	-0.663170 	
-0.732423 	-0.960396 	
-1.095386 	-0.555483 	
-0.714661 	-0.914490 	
-0.695013 	-1.077367 	
-0.866680 	-1.065429 	
-0.942140 	-0.874352 	
-0.947121 	-0.950929 	
-1.082092 	-0.534223 	
-0.920881 	-0.591665 	
-1.006925 	-0.818833 	
-1.088519 	-0.627940 	
-1.070135 	-0.744746 	
-0.869115 	-1.095825 	
-0.583077 	-0.819053 	
-0.718104 	-0.999124 	
-0.524244 	-0.836448 	
-0.560866 	-0.533235 	
-0.692706 	-0.543873 	
-1.023826 	-0.917200 	
-1.037028 	-0.979128 	
-0.843773 	-0.690143 	
-0.990573 	-0.989273 	
-0.937306 	-0.828574 	
-0.545027 	-0.535688 	
-0.711054 	-0.740516 	
-1.092914 	-1.091540 	
